3147.26	0.083
2817.77	0.003
3020.16	0.073
1932.74	0.006
1862.94	0.003
152.25	-1.961
1756.86	0.230
1027.38	0.013
316.74	0.412
1027.66	0.007
1036.26	0.003
760.64	0.017
596.40	-0.037
741.66	0.047
704.08	0.089
34.60	-6.013
559.66	0.022
761.48	0.284
7987.88	0.812
-699.79	-0.214
 62.00	 0.016
-710.99	-0.168
-1	0
-1	0
