3546.91	0.049
3032.72	0.031
2978.79	0.030
1875.27	0.010
1857.95	0.013
952.99	0.041
1438.83	0.061
1533.61	0.249
184.09	-1.412
1120.47	-0.001
1051.54	0.001
865.87	0.002
778.48	0.028
708.47	-0.014
348.03	-0.349
841.73	0.195
543.59	-0.001
497.64	0.017
371.92	0.002
-329.77	-1.316
116.13	0.021
9.96	0.550
57.02	0.043
7.60	1.723
